ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_category,Length_cm,Width_cm,Height_cm,Fragile,Liquid_Leak_Prone,Perishable,Shipping_distance,Stacking_pressure,Delivery_urgency,Budget_level,Eco_preference,Material_constraint,Return_risk,recommended_packaging
169,D,Ship,4,2,250,3,low,F,53,2478,1,glass_items,59,45,22,1,0,1,international,0,express,low,balanced,no_restrictions,1,Insulated Compostable Food Pack
170,F,Ship,4,3,161,3,medium,F,28,1809,1,glass_items,42,45,9,1,1,0,international,1,standard,medium,balanced,no_plastic,1,Leak-proof Compostable Container
171,A,Ship,4,3,185,3,medium,F,10,2263,1,books,47,15,35,1,1,1,domestic,1,express,medium,max_sustainability,compostable_only,1,Leak-proof Compostable Container
172,B,Ship,4,4,176,4,high,F,52,1096,1,food,48,15,7,1,0,0,local,1,standard,medium,low_cost,no_restrictions,1,Molded Pulp Tray + Corrugated Box
173,C,Ship,3,4,148,3,low,M,56,1550,1,electronics,18,38,10,1,1,0,international,1,standard,high,low_cost,no_restrictions,1,Leak-proof Compostable Container
174,F,Ship,3,2,270,3,low,F,63,2751,1,cosmetics,46,9,36,1,0,0,local,1,express,low,balanced,compostable_only,1,Compostable Paper Wrap Pack
175,D,Ship,3,3,242,3,low,F,51,3935,1,clothing,56,37,7,1,0,0,domestic,0,standard,high,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
176,F,Ship,4,4,150,2,medium,M,3,1285,1,food,18,28,2,1,1,1,international,0,standard,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
177,A,Ship,4,5,192,3,high,M,20,3872,1,food,19,41,13,1,0,0,local,0,express,medium,balanced,compostable_only,0,Compostable Paper Wrap Pack
178,B,Ship,4,5,116,3,medium,M,54,1314,1,food,55,22,34,0,1,1,international,1,express,low,low_cost,only_recyclable,0,Leak-proof Compostable Container
179,C,Ship,3,3,192,3,medium,F,2,3995,1,electronics,5,17,39,0,0,1,local,1,standard,medium,balanced,only_recyclable,0,Insulated Compostable Food Pack
180,F,Ship,5,5,255,4,medium,M,3,3440,1,glass_items,48,11,34,0,0,0,international,0,express,high,low_cost,compostable_only,1,Compostable Paper Wrap Pack
181,D,Ship,4,1,161,7,medium,F,18,1294,1,food,57,43,3,0,0,1,domestic,0,standard,high,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
182,F,Ship,4,5,157,3,low,M,20,1487,1,books,41,47,10,0,0,0,local,1,standard,medium,max_sustainability,no_restrictions,0,Recycled Cardboard Box
183,A,Ship,3,2,164,10,high,F,28,1940,1,electronics,29,29,29,1,1,0,domestic,0,express,low,low_cost,no_plastic,1,Leak-proof Compostable Container
184,B,Ship,3,5,162,7,medium,F,16,1052,1,electronics,10,37,22,0,1,0,domestic,1,standard,medium,max_sustainability,compostable_only,0,Leak-proof Compostable Container
185,C,Ship,3,3,146,2,low,M,50,1486,1,cosmetics,54,22,27,0,0,1,local,0,express,low,balanced,compostable_only,0,Insulated Compostable Food Pack
186,F,Ship,3,2,209,3,medium,M,54,3001,1,electronics,42,18,15,0,1,1,domestic,0,express,high,low_cost,only_recyclable,1,Leak-proof Compostable Container
187,D,Ship,5,4,134,2,medium,F,55,1386,1,clothing,5,27,10,1,1,0,local,0,express,medium,balanced,no_plastic,1,Leak-proof Compostable Container
188,F,Ship,2,1,222,2,medium,M,5,3778,1,books,31,19,15,1,0,0,international,0,standard,low,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
189,A,Ship,2,5,139,3,low,F,27,1233,1,books,32,28,10,1,0,0,local,1,express,medium,low_cost,compostable_only,1,Compostable Paper Wrap Pack
190,B,Ship,2,4,134,3,low,F,42,1415,1,food,51,26,24,0,0,1,domestic,1,standard,low,low_cost,only_recyclable,1,Insulated Compostable Food Pack
191,C,Ship,2,5,130,3,low,M,16,1092,1,electronics,10,25,17,0,0,0,domestic,1,express,low,max_sustainability,compostable_only,1,Recycled Cardboard Box
192,F,Ship,2,5,133,3,low,F,62,1596,1,glass_items,53,18,15,0,1,1,local,0,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
193,D,Ship,2,4,140,3,low,F,7,1411,1,food,35,30,10,0,0,0,domestic,0,standard,low,max_sustainability,only_recyclable,0,Recycled Cardboard Box
194,F,Ship,2,2,158,3,low,M,28,1968,1,books,59,30,6,1,1,1,local,1,express,high,low_cost,no_plastic,1,Leak-proof Compostable Container
195,A,Ship,4,2,270,4,low,F,46,1736,1,food,27,26,19,0,0,1,international,0,express,high,balanced,only_recyclable,1,Insulated Compostable Food Pack
196,B,Ship,2,5,140,3,low,F,30,1030,1,clothing,52,6,23,1,1,1,domestic,0,standard,low,balanced,only_recyclable,0,Leak-proof Compostable Container
197,C,Ship,2,2,135,3,low,M,15,1339,1,clothing,52,45,20,0,0,0,international,0,express,high,max_sustainability,compostable_only,1,Recycled Cardboard Box
198,F,Ship,2,3,136,3,low,F,19,1568,1,glass_items,38,42,16,0,0,1,local,0,standard,low,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
199,D,Ship,2,3,142,3,medium,F,38,7640,1,food,49,32,27,0,1,1,local,1,express,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
200,F,Ship,2,2,154,3,medium,M,38,7846,1,cosmetics,47,26,38,1,0,1,domestic,0,express,medium,max_sustainability,compostable_only,1,Insulated Compostable Food Pack
201,A,Ship,2,3,139,3,low,M,9,1471,1,electronics,16,35,6,0,0,0,domestic,0,express,high,low_cost,no_plastic,1,Recycled Cardboard Box
202,B,Ship,2,3,160,3,low,F,43,1251,1,cosmetics,22,17,4,1,0,1,international,1,standard,high,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
203,C,Ship,2,4,134,3,low,M,58,1067,1,electronics,9,41,24,1,1,1,local,1,express,high,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
204,F,Ship,5,3,161,5,high,M,48,1883,1,books,19,14,8,1,1,1,domestic,0,express,medium,max_sustainability,no_plastic,0,Leak-proof Compostable Container
205,D,Ship,2,5,155,3,low,M,23,1602,1,cosmetics,29,10,19,0,0,1,international,0,express,medium,balanced,compostable_only,1,Insulated Compostable Food Pack
206,F,Ship,2,3,145,3,medium,F,24,7588,1,glass_items,55,17,2,0,0,1,international,0,express,high,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
207,A,Ship,2,2,157,3,low,M,1,1477,1,clothing,10,12,6,0,0,0,international,0,express,medium,low_cost,compostable_only,0,Compostable Paper Wrap Pack
208,B,Ship,2,2,160,3,low,M,48,1691,1,electronics,49,49,19,1,0,0,international,1,express,low,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
209,C,Ship,2,4,152,3,low,M,55,1498,1,cosmetics,26,42,34,0,0,1,domestic,1,standard,medium,balanced,no_restrictions,0,Insulated Compostable Food Pack
210,F,Ship,2,5,148,3,high,F,11,1502,1,cosmetics,21,36,7,0,1,0,international,0,express,low,low_cost,no_plastic,1,Leak-proof Compostable Container
211,D,Ship,2,1,127,3,low,F,15,1522,1,clothing,56,7,15,0,1,1,domestic,0,standard,low,low_cost,compostable_only,1,Leak-proof Compostable Container
212,F,Ship,2,5,154,3,low,F,21,1113,1,electronics,20,30,36,1,0,0,domestic,1,standard,high,low_cost,no_plastic,0,Recycled Cardboard Box
213,A,Ship,2,5,127,3,low,M,44,1341,1,cosmetics,53,38,30,1,0,0,international,1,express,high,low_cost,only_recyclable,1,Molded Pulp Tray + Corrugated Box
214,B,Ship,2,5,160,3,medium,F,31,7401,1,food,55,12,6,1,1,1,international,1,standard,high,balanced,no_restrictions,1,Leak-proof Compostable Container
215,C,Ship,2,4,129,3,low,F,48,1219,1,clothing,52,49,26,0,0,1,domestic,1,express,medium,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
216,F,Ship,2,5,158,3,low,F,40,1722,1,cosmetics,30,20,38,0,0,1,local,1,standard,high,balanced,only_recyclable,0,Insulated Compostable Food Pack
217,D,Ship,4,3,185,3,medium,M,3,3131,1,food,36,47,7,0,0,0,domestic,0,standard,medium,low_cost,compostable_only,1,Compostable Paper Wrap Pack
218,F,Ship,4,4,176,4,high,F,63,1293,1,food,33,8,20,1,1,0,international,0,express,high,balanced,compostable_only,1,Leak-proof Compostable Container
219,A,Ship,3,4,148,3,low,M,37,1523,1,cosmetics,13,37,19,0,1,1,international,1,express,high,low_cost,compostable_only,0,Leak-proof Compostable Container
220,B,Ship,3,5,270,3,low,M,60,3885,1,electronics,46,15,6,0,0,0,domestic,1,express,low,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
221,C,Ship,3,4,242,3,low,M,29,2381,1,cosmetics,56,28,20,0,1,0,domestic,0,standard,medium,low_cost,no_plastic,0,Leak-proof Compostable Container
222,F,Ship,4,3,150,2,medium,M,31,1588,1,cosmetics,8,41,5,0,0,0,local,1,standard,low,low_cost,no_plastic,1,Recycled Cardboard Box
223,D,Ship,4,2,192,3,high,M,4,2061,1,food,16,17,16,1,0,0,domestic,0,standard,low,low_cost,no_plastic,1,Recycled Cardboard Box
224,F,Ship,4,5,116,3,medium,F,9,1314,1,cosmetics,43,43,37,0,0,0,local,0,express,low,low_cost,only_recyclable,0,Recycled Cardboard Box
225,A,Ship,3,4,192,3,medium,F,31,3331,1,cosmetics,58,13,11,1,0,0,local,0,standard,high,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
226,B,Ship,5,4,255,4,medium,F,38,2771,1,glass_items,50,12,38,0,0,0,domestic,1,standard,medium,balanced,only_recyclable,1,100% Recyclable Cardboard Box
227,C,Ship,4,3,161,7,medium,M,63,1496,1,clothing,24,39,26,0,1,1,domestic,1,express,low,balanced,no_plastic,0,Leak-proof Compostable Container
228,F,Ship,4,2,157,3,low,F,48,1393,1,electronics,43,15,30,0,1,1,domestic,1,standard,medium,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
229,D,Ship,3,2,164,10,high,M,14,1375,1,electronics,7,12,16,0,1,1,local,1,express,high,balanced,compostable_only,0,Leak-proof Compostable Container
230,F,Ship,3,3,162,7,medium,F,42,1278,1,glass_items,16,15,39,0,1,1,local,1,express,high,max_sustainability,compostable_only,0,Leak-proof Compostable Container
231,A,Ship,3,1,146,2,low,F,54,1528,1,food,51,9,31,1,1,0,international,0,express,medium,low_cost,only_recyclable,0,Leak-proof Compostable Container
232,B,Ship,3,4,209,3,medium,F,60,2240,1,food,19,5,23,1,0,0,international,1,express,high,balanced,no_restrictions,0,Molded Pulp Tray + Corrugated Box
233,C,Ship,5,5,134,2,medium,M,53,1088,1,books,9,8,27,0,1,0,domestic,0,express,low,low_cost,compostable_only,0,Leak-proof Compostable Container
234,F,Ship,2,1,222,2,medium,M,58,3626,1,cosmetics,43,45,37,0,1,1,domestic,1,express,high,balanced,compostable_only,0,Leak-proof Compostable Container
235,D,Ship,2,1,139,3,low,F,39,1582,1,glass_items,57,40,11,0,1,1,international,0,standard,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
236,F,Ship,2,2,134,3,low,M,38,1352,1,glass_items,57,9,28,1,1,0,domestic,1,express,high,low_cost,compostable_only,1,Leak-proof Compostable Container
237,A,Ship,2,3,130,3,low,F,48,1801,1,electronics,22,26,31,0,1,0,domestic,1,express,low,low_cost,no_plastic,0,Leak-proof Compostable Container
238,B,Ship,2,2,133,3,low,M,5,1268,1,clothing,22,39,3,1,0,0,international,0,standard,high,max_sustainability,no_restrictions,1,Molded Pulp Tray + Corrugated Box
239,C,Ship,2,3,140,3,low,F,23,1372,1,glass_items,7,35,27,1,1,0,local,1,express,low,balanced,only_recyclable,0,Leak-proof Compostable Container
240,F,Ship,2,3,158,3,low,M,10,1515,1,cosmetics,12,47,8,1,0,0,domestic,1,standard,high,max_sustainability,no_plastic,1,Recycled Cardboard Box
241,D,Ship,4,5,270,4,low,M,65,1818,1,electronics,24,5,14,1,1,1,international,1,standard,low,balanced,only_recyclable,1,Leak-proof Compostable Container
242,F,Ship,2,4,140,3,low,F,33,1278,1,food,41,43,8,1,0,1,local,0,express,low,balanced,no_restrictions,0,Insulated Compostable Food Pack
243,A,Ship,2,2,135,3,low,M,58,1734,1,clothing,20,17,36,0,0,0,local,1,express,low,max_sustainability,only_recyclable,1,Recycled Cardboard Box
244,B,Ship,2,4,136,3,low,M,43,1958,1,electronics,23,39,12,0,0,1,local,0,standard,medium,low_cost,no_plastic,0,Insulated Compostable Food Pack
245,C,Ship,2,1,142,3,medium,F,8,6064,1,cosmetics,23,26,9,0,1,1,domestic,1,express,high,balanced,compostable_only,1,Leak-proof Compostable Container
246,F,Ship,2,4,154,3,medium,F,48,7684,1,glass_items,26,5,18,1,0,1,local,0,express,high,balanced,compostable_only,1,Insulated Compostable Food Pack
247,D,Ship,2,3,139,3,low,F,3,1788,1,glass_items,25,6,6,1,1,0,domestic,1,standard,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
248,F,Road,2,4,160,3,low,F,50,1030,1,cosmetics,27,46,22,1,0,0,domestic,1,standard,high,max_sustainability,no_plastic,1,Recycled Cardboard Box
249,A,Road,2,2,134,3,low,F,38,1530,1,books,22,21,14,0,1,1,local,0,standard,medium,low_cost,no_restrictions,1,Leak-proof Compostable Container
250,B,Road,5,5,161,5,high,F,54,1511,1,clothing,7,21,38,1,1,1,domestic,0,standard,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
251,C,Road,2,3,155,3,low,F,45,1639,1,cosmetics,27,12,37,1,1,1,international,1,express,medium,balanced,no_restrictions,1,Leak-proof Compostable Container
252,F,Road,2,2,145,3,medium,F,5,6102,1,cosmetics,38,5,3,1,0,1,international,1,express,low,balanced,only_recyclable,1,Insulated Compostable Food Pack
253,D,Road,2,1,157,3,low,M,58,1930,1,food,12,8,15,0,1,1,international,0,express,medium,low_cost,no_restrictions,0,Leak-proof Compostable Container
254,F,Road,2,5,160,3,low,F,19,1399,1,food,23,47,32,1,0,0,domestic,0,express,low,max_sustainability,only_recyclable,0,Recycled Cardboard Box
255,A,Road,2,2,152,3,low,F,61,1800,1,clothing,36,35,28,0,1,0,domestic,1,express,medium,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
256,B,Road,2,2,148,3,high,F,35,1349,1,food,51,6,35,0,1,0,domestic,1,express,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
257,C,Road,2,2,127,3,low,M,13,1128,1,glass_items,48,29,12,0,1,1,local,0,standard,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
258,F,Road,2,2,129,3,medium,F,22,6614,1,cosmetics,56,39,20,0,1,1,domestic,1,express,low,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
259,D,Road,2,3,158,3,low,F,13,1245,1,food,59,24,20,0,0,1,international,1,express,medium,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
260,F,Road,2,4,147,3,low,M,5,1920,1,cosmetics,52,40,6,0,0,0,local,0,express,medium,low_cost,only_recyclable,0,100% Recyclable Cardboard Box
261,A,Road,2,5,159,3,low,F,49,1621,1,cosmetics,52,12,8,1,1,1,international,0,standard,low,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
262,B,Road,2,3,151,3,low,F,23,1930,1,glass_items,42,48,22,0,1,1,domestic,0,standard,high,balanced,no_restrictions,1,Leak-proof Compostable Container
263,C,Road,3,1,294,4,low,F,52,1089,1,books,17,44,22,1,1,1,international,1,standard,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
264,F,Road,3,2,226,2,medium,M,45,1446,1,electronics,53,45,4,0,0,1,international,1,express,high,low_cost,no_restrictions,1,Insulated Compostable Food Pack
265,D,Road,5,3,271,5,high,M,9,1813,1,food,6,21,28,1,1,0,domestic,0,express,high,max_sustainability,compostable_only,1,Leak-proof Compostable Container
266,F,Road,7,2,203,5,medium,F,61,1856,1,glass_items,47,15,38,0,0,1,domestic,0,standard,low,max_sustainability,only_recyclable,0,Insulated Compostable Food Pack
267,A,Road,2,3,264,4,low,F,10,1648,1,glass_items,12,19,36,0,1,0,international,1,express,high,low_cost,no_plastic,0,Leak-proof Compostable Container
268,B,Road,4,1,258,3,medium,M,36,2211,1,cosmetics,49,42,39,1,1,1,international,0,standard,medium,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
269,C,Road,3,5,241,3,low,F,21,3078,1,glass_items,21,36,38,1,0,1,local,1,standard,medium,balanced,no_restrictions,1,Insulated Compostable Food Pack
270,F,Flight,4,5,208,3,medium,M,23,2056,1,books,58,45,18,1,1,1,domestic,1,standard,high,low_cost,compostable_only,0,Leak-proof Compostable Container
271,D,Flight,3,2,209,5,medium,F,12,3054,1,books,41,11,23,0,0,1,local,1,standard,low,balanced,compostable_only,0,Insulated Compostable Food Pack
272,F,Flight,5,1,182,2,medium,F,23,2707,1,glass_items,18,8,17,0,1,1,local,0,standard,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
273,A,Flight,4,5,148,2,medium,F,43,1087,1,glass_items,31,13,29,0,1,0,international,1,express,high,balanced,no_plastic,0,Leak-proof Compostable Container
274,B,Flight,2,3,183,2,medium,F,52,3199,1,cosmetics,22,12,32,0,0,1,domestic,0,standard,high,max_sustainability,no_restrictions,0,Insulated Compostable Food Pack
275,C,Flight,3,5,229,6,medium,M,22,2717,1,food,34,6,8,0,0,0,domestic,1,express,medium,low_cost,no_restrictions,0,Corrugated Box + Paper Cushion
276,F,Flight,5,5,115,5,low,F,26,1692,1,cosmetics,5,25,10,0,0,0,domestic,0,standard,medium,max_sustainability,no_restrictions,0,Recycled Cardboard Box
277,D,Flight,4,2,136,3,low,F,65,1962,1,cosmetics,42,40,31,0,1,1,domestic,1,express,medium,balanced,no_restrictions,1,Leak-proof Compostable Container
278,F,Flight,4,4,212,3,low,M,21,3307,1,books,11,37,3,0,0,0,local,1,standard,medium,low_cost,no_plastic,0,Corrugated Box + Molded Pulp
279,A,Flight,4,3,171,3,low,F,24,1304,1,books,57,12,38,1,1,0,international,1,express,low,low_cost,compostable_only,1,Leak-proof Compostable Container
280,B,Flight,3,1,151,2,low,M,60,1925,1,books,48,31,15,1,0,0,international,1,express,low,balanced,only_recyclable,1,Molded Pulp Tray + Corrugated Box
281,C,Flight,3,1,205,3,medium,M,39,3062,1,clothing,16,47,18,1,1,1,local,0,standard,medium,max_sustainability,compostable_only,0,Leak-proof Compostable Container
282,F,Flight,5,4,147,3,medium,M,23,1132,1,books,51,12,24,1,0,0,international,0,standard,medium,balanced,no_plastic,0,Molded Pulp Tray + Corrugated Box
283,D,Flight,3,3,155,3,low,F,29,1712,1,food,27,22,30,0,1,0,domestic,1,standard,medium,low_cost,no_restrictions,1,Leak-proof Compostable Container
284,F,Flight,5,4,165,3,low,F,20,1150,1,electronics,11,14,5,1,1,0,local,1,standard,high,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
285,A,Flight,5,5,230,3,low,F,32,3249,1,food,40,38,2,0,0,1,international,1,express,low,balanced,only_recyclable,1,Insulated Compostable Food Pack
286,B,Flight,2,4,181,4,medium,M,13,2309,1,cosmetics,41,14,31,1,0,0,international,0,standard,medium,balanced,no_plastic,0,Molded Pulp Tray + Corrugated Box
287,C,Flight,5,3,234,2,low,F,55,3308,1,food,51,20,28,1,1,1,domestic,1,express,high,low_cost,compostable_only,1,Leak-proof Compostable Container
288,F,Flight,4,4,149,3,low,M,34,1977,1,food,14,40,9,1,1,0,international,1,standard,medium,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
289,D,Flight,5,5,156,2,low,M,44,1561,1,glass_items,57,49,29,1,1,0,domestic,0,express,medium,low_cost,no_restrictions,0,Leak-proof Compostable Container
290,F,Flight,4,2,172,3,medium,F,59,1858,1,books,26,9,38,0,0,0,international,0,express,high,max_sustainability,no_plastic,0,Recycled Cardboard Box
291,A,Flight,4,4,270,3,low,M,12,3279,1,books,10,30,6,1,1,0,domestic,0,express,low,balanced,no_plastic,0,Leak-proof Compostable Container
292,B,Ship,4,1,206,3,medium,M,23,3807,1,cosmetics,26,16,37,0,1,0,domestic,0,express,medium,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
293,C,Ship,4,3,211,4,medium,M,40,3106,1,electronics,37,32,2,0,1,1,international,1,express,low,low_cost,no_restrictions,0,Leak-proof Compostable Container
294,F,Ship,3,2,136,4,low,M,62,1090,1,cosmetics,56,16,37,1,0,1,international,1,standard,low,balanced,no_restrictions,0,Insulated Compostable Food Pack
295,D,Ship,5,1,186,2,high,F,52,3981,1,glass_items,19,43,13,1,0,1,international,1,standard,low,balanced,no_plastic,0,Insulated Compostable Food Pack
296,F,Ship,3,1,202,2,medium,M,62,3398,1,glass_items,34,10,16,1,1,0,local,0,express,low,balanced,no_restrictions,0,Leak-proof Compostable Container
297,A,Ship,4,2,183,3,medium,F,12,3646,1,clothing,38,15,14,0,0,1,domestic,0,express,high,low_cost,no_plastic,1,Insulated Compostable Food Pack
298,B,Ship,4,4,232,2,low,M,36,2861,1,electronics,26,14,15,1,0,1,domestic,1,standard,low,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
